femaDeclarationString,disasterNumber,state,declarationType,declarationDate,fyDeclared,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,disasterCloseoutDate,tribalRequest,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,lastIAFilingDate,incidentId,region,designatedIncidentTypes,lastRefresh,hash,id,incident_duration
FM-5080-OR,5080,OR,FM,2014-09-16 00:00:00+00:00,2014,Fire,36 PIT FIRE,False,False,True,False,2014-09-15 00:00:00+00:00,2014-09-27 00:00:00+00:00,2019-09-23T00:00:00.000Z,False,41,005,99005,Clackamas (County),14083,,2014091602,10,,2024-08-27T18:22:14.800Z,77835fbc6eda7ec05691a523aa4ac99041e10fa4,22cba351-cb50-4c93-b379-cdfa78576aad,12.0
FM-5079-CA,5079,CA,FM,2014-09-15 00:00:00+00:00,2014,Fire,BOLES FIRE,False,False,True,False,2014-09-15 00:00:00+00:00,2014-09-27 00:00:00+00:00,2017-09-29T00:00:00.000Z,False,06,093,99093,Siskiyou (County),14082,,2014091603,9,,2024-08-27T18:22:14.800Z,bab8ff9e19e5311410ec71d5012b8f07996478ca,3a3bb580-488a-4e30-8519-17a03c93d290,12.0
FM-5078-CA,5078,CA,FM,2014-09-14 00:00:00+00:00,2014,Fire,COURTNEY FIRE,False,False,True,False,2014-09-14 00:00:00+00:00,2014-09-20 00:00:00+00:00,2017-08-03T00:00:00.000Z,False,06,039,99039,Madera (County),14081,,2014091501,9,,2024-08-27T18:22:14.800Z,80634944aede896640144e39cc431b69d976e670,c5eb2da8-05f9-41d6-8702-376af64fbe9e,6.0
FM-5077-CA,5077,CA,FM,2014-09-05 00:00:00+00:00,2014,Fire,BRIDGE FIRE,False,False,True,False,2014-09-05 00:00:00+00:00,2014-09-10 00:00:00+00:00,2017-08-03T00:00:00.000Z,False,06,043,99043,Mariposa (County),14079,,2014090601,9,,2024-08-27T18:22:14.800Z,ed4c6263cac247323484926c55238e02c0a7f7a4,08f46857-4c18-42f6-990d-41cf3c280ddc,5.0
FM-5076-CA,5076,CA,FM,2014-08-25 00:00:00+00:00,2014,Fire,OREGON FIRE,False,False,True,False,2014-08-24 00:00:00+00:00,2014-08-28 00:00:00+00:00,2016-12-08T00:00:00.000Z,False,06,105,99105,Trinity (County),14074,,2014082501,9,,2024-08-27T18:22:14.800Z,abbefd397241c7972dd07f0464bf1c16971ff71c,4176ed05-5179-4b40-b3ac-6e8b72a09cf2,4.0
FM-5075-CA,5075,CA,FM,2014-08-19 00:00:00+00:00,2014,Fire,WAY FIRE,False,False,True,False,2014-08-18 00:00:00+00:00,2014-08-23 00:00:00+00:00,2017-03-06T00:00:00.000Z,False,06,029,99029,Kern (County),14073,,2014081902,9,,2024-08-27T18:22:14.800Z,d7f569dddb7d7781d65b6cbe2a9df1c6829641c4,136b5c69-dbf6-4e1d-9d61-3f74eb250933,5.0
FM-5074-CA,5074,CA,FM,2014-08-19 00:00:00+00:00,2014,Fire,JUNCTION FIRE,False,False,True,False,2014-08-18 00:00:00+00:00,2014-08-22 00:00:00+00:00,2016-04-06T00:00:00.000Z,False,06,039,99039,Madera (County),14072,,2014081901,9,,2024-08-27T18:22:14.800Z,080033f426bd3f419e6bf2cb863e326d721aec48,c6ef788b-f72f-497b-b934-be47df678c7b,4.0
FM-5073-OR,5073,OR,FM,2014-08-06 00:00:00+00:00,2014,Fire,ROWENA FIRE,False,False,True,False,2014-08-05 00:00:00+00:00,2014-08-11 00:00:00+00:00,2019-08-23T00:00:00.000Z,False,41,065,99065,Wasco (County),14070,,2014080701,10,,2024-08-27T18:22:14.800Z,556cea60bb87d446d0d49bd5849fc61d60f58605,cda7438f-985e-47e7-b592-11edf0da7e95,6.0
FM-5072-WA,5072,WA,FM,2014-08-06 00:00:00+00:00,2014,Fire,HANSEL FIRE,False,False,True,False,2014-08-05 00:00:00+00:00,2014-08-14 00:00:00+00:00,2017-12-06T00:00:00.000Z,False,53,007,99007,Chelan (County),14069,,2014080601,10,,2024-08-27T18:22:14.800Z,a1b61c86a4740c6728ffab779fc153283eced9c4,9794b7e3-fc9d-4a1c-bcbf-129d53ed8baf,9.0
FM-5071-WA,5071,WA,FM,2014-08-03 00:00:00+00:00,2014,Fire,SNAG CANYON FIRE,False,False,True,False,2014-08-02 00:00:00+00:00,2014-08-26 00:00:00+00:00,2020-04-07T00:00:00.000Z,False,53,037,99037,Kittitas (County),14066,,2014080304,10,,2024-08-27T18:22:14.800Z,e02012a684029ec4ec2ce8b189fd31239c6bb08a,fcbb978b-f8d9-41a8-9385-57cbdd390488,24.0
FM-5070-CA,5070,CA,FM,2014-08-03 00:00:00+00:00,2014,Fire,DAY FIRE,False,False,True,False,2014-08-01 00:00:00+00:00,2014-08-09 00:00:00+00:00,2016-08-16T00:00:00.000Z,False,06,049,99049,Modoc (County),14064,,2014080303,9,,2024-08-27T18:22:14.800Z,6f537d576ce7a42da82bc7b321e95bc2bda70628,3eda368b-1239-4494-b2e0-f8778df51f18,8.0
FM-5069-CA,5069,CA,FM,2014-08-03 00:00:00+00:00,2014,Fire,BALD FIRE,False,False,True,False,2014-08-02 00:00:00+00:00,2014-08-09 00:00:00+00:00,2018-02-27T00:00:00.000Z,False,06,035,99035,Lassen (County),14063,,2014080302,9,,2024-08-27T18:22:14.800Z,5e57109dae3bacd82ea513a2e8eee30d71517479,91960be3-9b37-42f9-a9b5-7d72980b7aaf,7.0
FM-5069-CA,5069,CA,FM,2014-08-03 00:00:00+00:00,2014,Fire,BALD FIRE,False,False,True,False,2014-08-02 00:00:00+00:00,2014-08-09 00:00:00+00:00,2018-02-27T00:00:00.000Z,False,06,089,99089,Shasta (County),14063,,2014080302,9,,2024-08-27T18:22:14.800Z,b8e5c49b66f174e23b18aef57f581d561a831a27,0c796479-d7a7-4c56-be68-0f1f8d08d74b,7.0
FM-5068-CA,5068,CA,FM,2014-08-02 00:00:00+00:00,2014,Fire,OREGON GULCH FIRE,False,False,True,False,2014-08-01 00:00:00+00:00,2014-08-09 00:00:00+00:00,2016-04-06T00:00:00.000Z,False,06,093,99093,Siskiyou (County),14062,,2014080301,9,,2024-08-27T18:22:14.800Z,789418a95ea86b1d62591d64d165b69857e83222,a619bf7f-c727-4dcc-bb95-8787a903a862,8.0
FM-5067-CA,5067,CA,FM,2014-08-02 00:00:00+00:00,2014,Fire,EILER FIRE,False,False,True,False,2014-08-01 00:00:00+00:00,2014-08-16 00:00:00+00:00,2017-09-29T00:00:00.000Z,False,06,089,99089,Shasta (County),14065,,2014080202,9,,2024-08-27T18:22:14.800Z,6dbc7aff298423ac251702303cc04c6f5ddd6b8e,a3977424-f4ef-49d0-9e7d-7c99eb41faea,15.0
FM-5066-OR,5066,OR,FM,2014-08-01 00:00:00+00:00,2014,Fire,OREGON GULCH FIRE,False,False,True,False,2014-07-31 00:00:00+00:00,2014-08-13 00:00:00+00:00,2019-09-05T00:00:00.000Z,False,41,029,99029,Jackson (County),14067,,2014080201,10,,2024-08-27T18:22:14.800Z,5a556155f1dbb4295d6356507a75949a1cb4eb7a,8c8c5067-84af-47af-8007-e65339664daf,13.0
FM-5066-OR,5066,OR,FM,2014-08-01 00:00:00+00:00,2014,Fire,OREGON GULCH FIRE,False,False,True,False,2014-07-31 00:00:00+00:00,2014-08-13 00:00:00+00:00,2019-09-05T00:00:00.000Z,False,41,035,99035,Klamath (County),14067,,2014080201,10,,2024-08-27T18:22:14.800Z,77bf30ec815ab1afcebfdad570bd111a70f1c4a3,b12e1116-84df-49fa-876e-0bac4e1743ea,13.0
FM-5065-UT,5065,UT,FM,2014-07-21 00:00:00+00:00,2014,Fire,ANACONDA FIRE,False,False,True,False,2014-07-21 00:00:00+00:00,2014-07-22 00:00:00+00:00,2016-11-29T00:00:00.000Z,False,49,045,99045,Tooele (County),14058,,2014072201,8,,2024-08-27T18:22:14.800Z,295e9ea99d6fd2f4bdf7e66556be9324dc869045,28d9d078-903f-408d-9780-21b8b5058021,1.0
FM-5064-WA,5064,WA,FM,2014-07-19 00:00:00+00:00,2014,Fire,SADDLE MOUNTAIN FIRE,False,False,True,False,2014-07-19 00:00:00+00:00,2014-07-20 00:00:00+00:00,2017-08-15T00:00:00.000Z,False,53,037,99037,Kittitas (County),14053,,2014071901,10,,2024-08-27T18:22:14.800Z,b273c11507c4f3bddb72745bb04313599e1129bd,7f83de6f-4765-4cb9-9872-f3586dab6c44,1.0
FM-5063-WA,5063,WA,FM,2014-07-19 00:00:00+00:00,2014,Fire,WATERMELON HILL FIRE,False,False,True,False,2014-07-19 00:00:00+00:00,2014-07-22 00:00:00+00:00,2020-04-07T00:00:00.000Z,False,53,043,99043,Lincoln (County),14054,,2014072001,10,,2024-08-27T18:22:14.800Z,62d33317207ad4e535789e5c5be65fe9100d4cff,43d477cd-a96d-4a07-bd21-ed91c43c7966,3.0
FM-5063-WA,5063,WA,FM,2014-07-19 00:00:00+00:00,2014,Fire,WATERMELON HILL FIRE,False,False,True,False,2014-07-19 00:00:00+00:00,2014-07-22 00:00:00+00:00,2020-04-07T00:00:00.000Z,False,53,063,99063,Spokane (County),14054,,2014072001,10,,2024-08-27T18:22:14.800Z,3a6c3e4c7172795d9fa0fc1f45953426179c716c,067d3fc1-247f-4304-99ed-68833f342929,3.0
FM-5062-WA,5062,WA,FM,2014-07-17 00:00:00+00:00,2014,Fire,CARLTON COMPLEX FIRE,False,False,True,False,2014-07-15 00:00:00+00:00,2014-08-14 00:00:00+00:00,2020-04-07T00:00:00.000Z,False,53,047,99047,Okanogan (County),14050,,2014071703,10,,2024-08-27T18:22:14.800Z,5caeceb01231877dbff19f40abbc32cc2446b484,9ce26cf3-056e-4095-8c7f-6a5126c6627e,30.0
FM-5061-WA,5061,WA,FM,2014-07-17 00:00:00+00:00,2014,Fire,CHIWAUKUM FIRE ,False,False,True,False,2014-07-15 00:00:00+00:00,2014-08-14 00:00:00+00:00,2020-04-07T00:00:00.000Z,False,53,007,99007,Chelan (County),14051,,2014071701,10,,2024-08-27T18:22:14.800Z,00021a3311ba06714dd0285867557757abdf1e70,d17548cf-c066-4017-8035-d0d4fabc1a08,30.0
FM-5060-OR,5060,OR,FM,2014-07-14 00:00:00+00:00,2014,Fire,MOCCASIN HILLS FIRE,False,False,True,False,2014-07-13 00:00:00+00:00,2014-07-18 00:00:00+00:00,2019-09-10T00:00:00.000Z,False,41,035,99035,Klamath (County),14048,,2014071401,10,,2024-08-27T18:22:14.800Z,9710978359011011851e34967b9e4ed0d231fa18,41af3fac-ca6c-4a08-b038-4a727169f1f1,5.0
FM-5059-WA,5059,WA,FM,2014-07-10 00:00:00+00:00,2014,Fire,MILLS CANYON FIRE ,False,False,True,False,2014-07-10 00:00:00+00:00,2014-07-22 00:00:00+00:00,2020-04-07T00:00:00.000Z,False,53,007,99007,Chelan (County),14045,,2014071002,10,,2024-08-27T18:22:14.800Z,959c0cc7d67c882e9926f4e0d05b7aad871a65a6,887354f6-6828-4673-95b4-4be53725510a,12.0
FM-5058-WA,5058,WA,FM,2014-07-10 00:00:00+00:00,2014,Fire,LAKE SPOKANE FIRE ,False,False,True,False,2014-07-09 00:00:00+00:00,2014-07-14 00:00:00+00:00,2020-04-07T00:00:00.000Z,False,53,065,99065,Stevens (County),14046,,2014071003,10,,2024-08-27T18:22:14.800Z,7dfead83ba7c23bcf641fe332e09f25842a2cd3d,89114468-9e67-414e-965e-deef256ddb40,5.0
FM-5057-CA,5057,CA,FM,2014-07-02 00:00:00+00:00,2014,Fire,BUTTS FIRE,False,False,True,False,2014-07-01 00:00:00+00:00,2014-07-06 00:00:00+00:00,2016-08-16T00:00:00.000Z,False,06,055,99055,Napa (County),14041,,2014070202,9,,2024-08-27T18:22:14.800Z,f2a5c354f42f7b46c3af096610745100f24f4d36,9514b8b6-d24d-46b7-96ba-bd3b0f00fbf5,5.0
FM-5056-OR,5056,OR,FM,2014-06-08 00:00:00+00:00,2014,Fire,TWO BULLS FIRE ,False,False,True,False,2014-06-07 00:00:00+00:00,2014-06-11 00:00:00+00:00,2019-08-23T00:00:00.000Z,False,41,017,99017,Deschutes (County),14039,,2014060801,10,,2024-08-27T18:22:14.800Z,8022c4485e2aec58c2d608969766ee898b2bb815,9c8dc04f-e0df-48ad-b53a-21ade8fd4b68,4.0
FM-5055-CA,5055,CA,FM,2014-05-14 00:00:00+00:00,2014,Fire,COCOS FIRE,False,False,True,False,2014-05-14 00:00:00+00:00,2014-05-22 00:00:00+00:00,2016-08-16T00:00:00.000Z,False,06,073,99073,San Diego (County),14036,,2014051501,9,,2024-08-27T18:22:14.800Z,61b1ea6ecbbe02bc49bf417c8f7ff77aed1c3427,62f44348-48b3-438f-a1a8-3f26a7db2b06,8.0
FM-5054-CA,5054,CA,FM,2014-05-14 00:00:00+00:00,2014,Fire,POINSETTIA FIRE,False,False,True,False,2014-05-14 00:00:00+00:00,2014-05-17 00:00:00+00:00,2016-03-14T00:00:00.000Z,False,06,073,99073,San Diego (County),14035,,2014051402,9,,2024-08-27T18:22:14.800Z,3a21998ae9b25a2014e7e62474ac775a5a37c449,5de72391-b082-4716-82eb-470aeb3241f5,3.0
FM-5053-TX,5053,TX,FM,2014-05-12 00:00:00+00:00,2014,Fire,DOUBLE DIAMOND FIRE,False,False,True,False,2014-05-11 00:00:00+00:00,,2014-07-02T00:00:00.000Z,False,48,233,99233,Hutchinson (County),14034,,2014051201,6,,2024-08-27T18:22:14.800Z,ffc55fcd444e9c16c368aa5793321e7399ae7546,956233a1-2504-41d0-9832-1815f73cfad9,
FM-5052-OK,5052,OK,FM,2014-05-05 00:00:00+00:00,2014,Fire,GUTHRIE FIRE,False,False,True,False,2014-05-05 00:00:00+00:00,,2017-03-29T00:00:00.000Z,False,40,083,99083,Logan (County),14033,,2014050601,6,,2024-08-27T18:22:14.800Z,2513e3d135b277007bb58aeeb2a31333daef2463,42d16959-0e00-4077-9997-c4e4cd8d7344,
FM-5051-CA,5051,CA,FM,2014-01-16 00:00:00+00:00,2014,Fire,COLBY FIRE,False,False,True,False,2014-01-16 00:00:00+00:00,2014-01-22 00:00:00+00:00,2015-04-02T00:00:00.000Z,False,06,037,99037,Los Angeles (County),14005,,2014011601,9,,2024-08-27T18:22:14.800Z,d08181311a017f47391027441590e3347e010e61,061a30bc-921e-49fd-86ca-d310228e213f,6.0
FM-5050-CA,5050,CA,FM,2013-09-10 00:00:00+00:00,2013,Fire,CLOVER FIRE,False,False,True,False,2013-09-09 00:00:00+00:00,2013-09-14 00:00:00+00:00,2015-11-24T00:00:00.000Z,False,06,089,99089,Shasta (County),13084,,2013091001,9,,2024-08-27T18:22:14.800Z,13252c15c04f0a66aea6d94e96ff5d8162fae439,9c0dc2de-f6aa-4142-83fc-198b70a3ab58,5.0
FM-5049-CA,5049,CA,FM,2013-08-23 00:00:00+00:00,2013,Fire,RIM FIRE,False,False,True,False,2013-08-20 00:00:00+00:00,2013-09-08 00:00:00+00:00,2022-10-13T00:00:00.000Z,False,06,043,99043,Mariposa (County),13078,,2013082401,9,,2024-08-27T18:22:14.800Z,562072c7c7ab9c0bfd790211934dd62cfca7b114,909a3c74-f4e1-45ee-bd7d-a0bb7f10b99e,19.0
FM-5049-CA,5049,CA,FM,2013-08-23 00:00:00+00:00,2013,Fire,RIM FIRE,False,False,True,False,2013-08-20 00:00:00+00:00,2013-09-08 00:00:00+00:00,2022-10-13T00:00:00.000Z,False,06,109,99109,Tuolumne (County),13078,,2013082401,9,,2024-08-27T18:22:14.800Z,a30c1ee7d7bab7111d6f506914d36452f130b7d6,1401e51b-9cd3-45b2-8a66-83ee00935872,19.0
FM-5048-WA,5048,WA,FM,2013-08-21 00:00:00+00:00,2013,Fire,EAGLE FIRE ,False,False,True,False,2013-08-20 00:00:00+00:00,2013-08-28 00:00:00+00:00,2015-07-01T00:00:00.000Z,False,53,007,99007,Chelan (County),13077,,2013082101,10,,2024-08-27T18:22:14.800Z,610aedff8f6e6a6cf2c9cc04a81c01060b12cf4d,b98b613f-d040-422a-85b5-c0e19d614b5a,8.0
FM-5047-MT,5047,MT,FM,2013-08-19 00:00:00+00:00,2013,Fire,LOLO CREEK FIRE COMPLEX,False,False,True,False,2013-08-18 00:00:00+00:00,2013-08-24 00:00:00+00:00,2018-03-06T00:00:00.000Z,False,30,063,99063,Missoula (County),13076,,2013082001,8,,2024-08-27T18:22:14.800Z,44d75f2a49eddba766399240d520835c67555aca,62f9f02f-dcd1-4296-ae6d-b9c3a3ca62f8,6.0
FM-5046-OR,5046,OR,FM,2013-08-18 00:00:00+00:00,2013,Fire,GOVERNMENT FLATS FIRE COMPLEX,False,False,True,False,2013-08-17 00:00:00+00:00,2013-08-26 00:00:00+00:00,2018-08-08T00:00:00.000Z,False,41,027,99027,Hood River (County),13075,,2013081901,10,,2024-08-27T18:22:14.800Z,039514fa05e18a721a0877441809a543a8b94e6d,e5d57d93-cdfc-4792-a4dc-1f4e96573bb1,9.0
FM-5046-OR,5046,OR,FM,2013-08-18 00:00:00+00:00,2013,Fire,GOVERNMENT FLATS FIRE COMPLEX,False,False,True,False,2013-08-17 00:00:00+00:00,2013-08-26 00:00:00+00:00,2018-08-08T00:00:00.000Z,False,41,065,99065,Wasco (County),13075,,2013081901,10,,2024-08-27T18:22:14.800Z,ad365d3c962c6ebc162d7f35c3e39249564b0e39,7b9c0220-0813-493c-8972-2b040502bd2f,9.0
FM-5045-ID,5045,ID,FM,2013-08-15 00:00:00+00:00,2013,Fire,BEAVER CREEK FIRE,False,False,True,False,2013-08-15 00:00:00+00:00,2013-08-30 00:00:00+00:00,2016-05-10T00:00:00.000Z,False,16,013,99013,Blaine (County),13074,,2013081602,10,,2024-08-27T18:22:14.800Z,d5dd4d1563f87b84c67eee9c38dba7d2417db25b,76075cc7-d543-4acd-9b4d-db356db78e9c,15.0
FM-5045-ID,5045,ID,FM,2013-08-15 00:00:00+00:00,2013,Fire,BEAVER CREEK FIRE,False,False,True,False,2013-08-15 00:00:00+00:00,2013-08-30 00:00:00+00:00,2016-05-10T00:00:00.000Z,False,16,025,99025,Camas (County),13074,,2013081602,10,,2024-08-27T18:22:14.800Z,8707ef0be48fbe5a90ca4c52711fe08fcb6d8318,96ce0198-f395-4886-b191-61fd18261cd7,15.0
FM-5044-UT,5044,UT,FM,2013-08-13 00:00:00+00:00,2013,Fire,ROCKPORT FIVE FIRE,False,False,True,False,2013-08-13 00:00:00+00:00,2013-08-19 00:00:00+00:00,2016-03-03T00:00:00.000Z,False,49,043,99043,Summit (County),13073,,2013081302,8,,2024-08-27T18:22:14.800Z,24ab92c710d16bbd56ab27c6c2b6fc3887053723,ab446bae-0788-4710-bfc5-90f74bafc417,6.0
FM-5043-ID,5043,ID,FM,2013-08-13 00:00:00+00:00,2013,Fire,ELK FIRE,False,False,True,False,2013-08-12 00:00:00+00:00,2013-08-29 00:00:00+00:00,2016-01-19T00:00:00.000Z,False,16,039,99039,Elmore (County),13072,,2013081301,10,,2024-08-27T18:22:14.800Z,f0f08ab75243fc1fcbf1601a1c6faa80289afbde,ec000826-0e8d-469d-bfd3-9bf4f3a4677d,17.0
FM-5042-WA,5042,WA,FM,2013-08-10 00:00:00+00:00,2013,Fire,MILE POST 10 FIRE,False,False,True,False,2013-08-10 00:00:00+00:00,2013-08-14 00:00:00+00:00,2015-07-01T00:00:00.000Z,False,53,007,99007,Chelan (County),13071,,2013081101,10,,2024-08-27T18:22:14.800Z,ffae5dfa887a492da877e0f9cfb4ef1ddb6fd138,0669299d-35d4-4b47-b802-634c43a5ae56,4.0
FM-5041-CA,5041,CA,FM,2013-08-08 00:00:00+00:00,2013,Fire,SILVER FIRE,False,False,True,False,2013-08-07 00:00:00+00:00,2013-08-13 00:00:00+00:00,2016-10-20T00:00:00.000Z,False,06,065,99065,Riverside (County),13070,,2013080801,9,,2024-08-27T18:22:14.800Z,c25912a73d714e32516cbb0b22ccb260e03db8d6,f7e3cb25-b535-4739-bb36-0eab2dc9238a,6.0
FM-5040-CA,5040,CA,FM,2013-08-06 00:00:00+00:00,2013,Fire,FALLS FIRE,False,False,True,False,2013-08-05 00:00:00+00:00,2013-08-10 00:00:00+00:00,2016-10-20T00:00:00.000Z,False,06,065,99065,Riverside (County),13069,,2013080601,9,,2024-08-27T18:22:14.800Z,f40b6275ccf0b798644ae4735598ade0385d77c2,33bac4cd-a304-44f4-91ea-ee2b25b0b793,5.0
FM-5039-OR,5039,OR,FM,2013-08-02 00:00:00+00:00,2013,Fire,BRIMSTONE FIRE ,False,False,True,False,2013-07-28 00:00:00+00:00,2013-08-04 00:00:00+00:00,2018-08-08T00:00:00.000Z,False,41,033,99033,Josephine (County),13068,,2013080301,10,,2024-08-27T18:22:14.800Z,a316d01da46df3be9ae9381b53aaf67febec0b4e,ceaafa7a-3840-4c8e-bc79-3f299c0c9631,7.0
FM-5038-WA,5038,WA,FM,2013-07-30 00:00:00+00:00,2013,Fire,COLOCKUM TARPS FIRE ,False,False,True,False,2013-07-27 00:00:00+00:00,2013-08-14 00:00:00+00:00,2015-07-08T00:00:00.000Z,False,53,007,99007,Chelan (County),13064,,2013073002,10,,2024-08-27T18:22:14.800Z,9e2001859fa4bee0ffe13b7b2a596a763d7c3a66,ca6b8462-ff90-410c-90d7-04fb7f3ef339,18.0
FM-5038-WA,5038,WA,FM,2013-07-30 00:00:00+00:00,2013,Fire,COLOCKUM TARPS FIRE ,False,False,True,False,2013-07-27 00:00:00+00:00,2013-08-14 00:00:00+00:00,2015-07-08T00:00:00.000Z,False,53,037,99037,Kittitas (County),13064,,2013073002,10,,2024-08-27T18:22:14.800Z,04ca13fac6f8938231db6a8429e9737f924bdf15,7b27aa00-0e24-4a13-9987-7c0fe9d8c3fb,18.0
FM-5037-OR,5037,OR,FM,2013-07-28 00:00:00+00:00,2013,Fire,DOUGLAS FIRE COMPLEX,False,False,True,False,2013-07-27 00:00:00+00:00,2013-08-19 00:00:00+00:00,2018-08-08T00:00:00.000Z,False,41,019,99019,Douglas (County),13063,,2013072801,10,,2024-08-27T18:22:14.800Z,daab9977c746c0b3785a3bb952b2fdd87f894f0a,27d7e13c-20f9-4d34-b3e5-c381d672d5b2,23.0
FM-5037-OR,5037,OR,FM,2013-07-28 00:00:00+00:00,2013,Fire,DOUGLAS FIRE COMPLEX,False,False,True,False,2013-07-27 00:00:00+00:00,2013-08-19 00:00:00+00:00,2018-08-08T00:00:00.000Z,False,41,033,99033,Josephine (County),13063,,2013072801,10,,2024-08-27T18:22:14.800Z,a00097fa194503523178ba8ee33fbbbb75ccea90,d4fb5726-f17b-4adb-9105-7478d66da9af,23.0
FM-5036-OR,5036,OR,FM,2013-07-19 00:00:00+00:00,2013,Fire,PACIFICA FIRE,False,False,True,False,2013-07-19 00:00:00+00:00,2013-07-21 00:00:00+00:00,2018-09-24T00:00:00.000Z,False,41,033,99033,Josephine (County),13056,,2013072001,10,,2024-08-27T18:22:14.800Z,001c44775e4d4af92fb633d39cd99ebccd891ff0,9f6215e3-9f30-4b46-bdb5-9939b2df063e,2.0
FM-5035-MT,5035,MT,FM,2013-07-18 00:00:00+00:00,2013,Fire,WEST MULLAN FIRE,False,False,True,False,2013-07-18 00:00:00+00:00,2013-07-24 00:00:00+00:00,2016-04-04T00:00:00.000Z,False,30,061,99061,Mineral (County),13054,,2013071801,8,,2024-08-27T18:22:14.800Z,11954051fdf0bf28dbef7f3b963d7c6a6d10ee27,90298067-69be-45a0-8955-28797f2afaae,6.0
FM-5034-NV,5034,NV,FM,2013-07-05 00:00:00+00:00,2013,Fire,CARPENTER 1 FIRE,False,False,True,False,2013-07-04 00:00:00+00:00,2013-07-17 00:00:00+00:00,2017-01-12T00:00:00.000Z,False,32,003,99003,Clark (County),13048,,2013070501,9,,2024-08-27T18:22:14.800Z,bf8818c8bc33b1e470b3ded837bb83aa041b820c,98aac621-de77-4dc2-bdc3-0c8f9fbdc590,13.0
FM-5033-AZ,5033,AZ,FM,2013-07-02 00:00:00+00:00,2013,Fire,DEAN PEAK FIRE,False,False,True,False,2013-07-01 00:00:00+00:00,2013-07-08 00:00:00+00:00,2015-12-03T00:00:00.000Z,False,04,015,99015,Mohave (County),13047,,2013070301,9,,2024-08-27T18:22:14.800Z,80f608d218550ac166f1548b646b3415ed53ba2b,5ac6e6cf-f816-4389-97bf-7ac035367954,7.0
FM-5032-AZ,5032,AZ,FM,2013-06-30 00:00:00+00:00,2013,Fire,YARNELL HILL FIRE,False,False,True,False,2013-06-30 00:00:00+00:00,2013-07-07 00:00:00+00:00,2015-11-24T00:00:00.000Z,False,04,025,99025,Yavapai (County),13043,,2013063001,9,,2024-08-27T18:22:14.800Z,5ba08a6d25e08e7c5f70b02e863bca28b19084ab,82c2cad5-d8a1-436b-b733-053b1e9c4798,7.0
FM-5031-CO,5031,CO,FM,2013-06-21 00:00:00+00:00,2013,Fire,WEST FORK FIRE COMPLEX,False,False,True,False,2013-06-21 00:00:00+00:00,2013-07-12 00:00:00+00:00,2016-11-17T00:00:00.000Z,False,08,079,99079,Mineral (County),13040,,2013062201,8,,2024-08-27T18:22:14.800Z,b7d9f0451e880400fadac510ce01e822fbb23c48,e2acc798-be9f-4372-8c2f-6c4d5fe06c15,21.0
FM-5031-CO,5031,CO,FM,2013-06-21 00:00:00+00:00,2013,Fire,WEST FORK FIRE COMPLEX,False,False,True,False,2013-06-21 00:00:00+00:00,2013-07-12 00:00:00+00:00,2016-11-17T00:00:00.000Z,False,08,105,99105,Rio Grande (County),13040,,2013062201,8,,2024-08-27T18:22:14.800Z,caff4366d4a956f7fbd9b00ae31cf8c93c787a8e,dccbeb70-0083-423f-96ed-3f60bd4de56b,21.0
FM-5030-CO,5030,CO,FM,2013-06-21 00:00:00+00:00,2013,Fire,EAST PEAK FIRE ,False,False,True,False,2013-06-19 00:00:00+00:00,2013-06-30 00:00:00+00:00,2016-10-25T00:00:00.000Z,False,08,055,99055,Huerfano (County),13039,,2013062102,8,,2024-08-27T18:22:14.800Z,47ed6237a1555a1c8a110fa2aa54e4980f18dbc9,e4d5d2b7-a117-46bc-90ad-d0c45b358097,11.0
FM-5029-AZ,5029,AZ,FM,2013-06-19 00:00:00+00:00,2013,Fire,DOCE FIRE,False,False,True,False,2013-06-18 00:00:00+00:00,2013-06-30 00:00:00+00:00,2015-09-29T00:00:00.000Z,False,04,025,99025,Yavapai (County),13037,,2013061901,9,,2024-08-27T18:22:14.800Z,3649ed5c9383270dc44c76f81201988ef3de7557,8858b270-b418-49fd-9fe5-24618826e067,12.0
FM-5028-CO,5028,CO,FM,2013-06-11 00:00:00+00:00,2013,Fire,ROYAL GORGE FIRE,False,False,True,False,2013-06-11 00:00:00+00:00,2013-06-15 00:00:00+00:00,2016-10-25T00:00:00.000Z,False,08,043,99043,Fremont (County),13033,,2013061202,8,,2024-08-27T18:22:14.800Z,01126b2c04c091ee45cbbbb5c056372cbcf5d41e,4066b9c7-5adb-40ba-8012-ed8d0c709470,4.0
FM-5027-CO,5027,CO,FM,2013-06-11 00:00:00+00:00,2013,Fire,BLACK FOREST FIRE,False,False,True,False,2013-06-11 00:00:00+00:00,2013-06-21 00:00:00+00:00,2016-10-25T00:00:00.000Z,False,08,041,99041,El Paso (County),13034,,2013061201,8,,2024-08-27T18:22:14.800Z,4207b385521d93523bb031a30fc528b37014dfd0,c64b6f2d-f056-4938-a28f-1969701448b0,10.0
